Date,Ozone_AQI_Value,Site Name,Site ID,Source
9/14/2017,23,London,39-097-0007,AQS
9/15/2017,33,Maple Canyon,39-049-0081,AQS
9/16/2017,38,Maple Canyon,39-049-0081,AQS
9/17/2017,42,New Albany,39-049-0029,AQS
9/18/2017,46,New Albany,39-049-0029,AQS
9/19/2017,38,New Albany,39-049-0029,AQS
9/20/2017,48,New Albany,39-049-0029,AQS
9/21/2017,64,New Albany,39-049-0029,AQS
9/22/2017,67,New Albany,39-049-0029,AQS
9/23/2017,74,London,39-097-0007,AQS
9/24/2017,48,New Albany,39-049-0029,AQS
9/25/2017,54,FRANKLIN_PK,39-049-0037,AQS
9/26/2017,112,New Albany,39-049-0029,AQS
9/27/2017,67,New Albany,39-049-0029,AQS
9/28/2017,40,New Albany,39-049-0029,AQS
9/29/2017,42,London,39-097-0007,AQS
9/30/2017,34,New Albany,39-049-0029,AQS
10/1/2017,37,New Albany,39-049-0029,AQS
10/2/2017,50,Delaware,39-041-0002,AQS
10/3/2017,47,New Albany,39-049-0029,AQS
10/4/2017,48,New Albany,39-049-0029,AQS
10/5/2017,31,London,39-097-0007,AQS
10/6/2017,35,New Albany,39-049-0029,AQS
10/7/2017,37,New Albany,39-049-0029,AQS
10/8/2017,26,New Albany,39-049-0029,AQS
10/9/2017,16,New Albany,39-049-0029,AQS
10/10/2017,32,New Albany,39-049-0029,AQS
10/11/2017,33,Heath,39-089-0005,AQS
10/12/2017,16,Delaware,39-041-0002,AQS
10/13/2017,40,London,39-097-0007,AQS
10/14/2017,46,New Albany,39-049-0029,AQS
10/15/2017,27,New Albany,39-049-0029,AQS
