Date,Ozone_AQI_Value,Site Name,Site ID,Source
10/26/2016,24,Notre Dame,39-055-0004,AQS
10/27/2016,31,Eastlake,39-085-0003,AQS
10/28/2016,31,Eastlake,39-085-0003,AQS
10/29/2016,44,Notre Dame,39-055-0004,AQS
10/30/2016,27,Chippewa,39-103-0004,AQS
10/31/2016,31,Notre Dame,39-055-0004,AQS
11/1/2016,31,GT Craig NCore,39-035-0060,AQS
11/2/2016,38,GT Craig NCore,39-035-0060,AQS
11/3/2016,22,GT Craig NCore,39-035-0060,AQS
11/4/2016,19,GT Craig NCore,39-035-0060,AQS
11/5/2016,27,GT Craig NCore,39-035-0060,AQS
11/6/2016,19,GT Craig NCore,39-035-0060,AQS
11/7/2016,16,GT Craig NCore,39-035-0060,AQS
11/8/2016,27,GT Craig NCore,39-035-0060,AQS
11/9/2016,22,GT Craig NCore,39-035-0060,AQS
11/10/2016,28,GT Craig NCore,39-035-0060,AQS
11/11/2016,31,GT Craig NCore,39-035-0060,AQS
11/12/2016,29,GT Craig NCore,39-035-0060,AQS
11/13/2016,31,GT Craig NCore,39-035-0060,AQS
11/14/2016,25,GT Craig NCore,39-035-0060,AQS
11/15/2016,30,GT Craig NCore,39-035-0060,AQS
11/16/2016,16,GT Craig NCore,39-035-0060,AQS
11/17/2016,19,GT Craig NCore,39-035-0060,AQS
11/18/2016,34,GT Craig NCore,39-035-0060,AQS
