inf,4.325424702712158614e+04,1.567195556321785625e+04,5.036244503464535956e+04,3.856634335569787254e+03,6.995209535076626344e+04,4.868135413896765385e+04,8.181070569259421745e+02,2.993302059771492713e+04,6.276070555623137625e+04,8.431178465516516007e+04,8.439219289539703459e+04,2.706271175057080836e+04,8.392204482478629507e+04,7.634804144221628667e+04,3.578191615529241972e+04,9.859228425699328000e+03,2.042322314932534937e+04,6.890359241620841203e+03,7.833603513218667649e+04,9.514706666573003531e+03,5.004317880830866488e+04,3.032746258005798518e+04,7.656709594404263771e+04,1.059411495041890448e+05,4.585003465877182316e+04,7.307172465816955082e+04,4.756561594499640341e+04,3.503993423226522282e+04,6.733619740709092184e+03,4.564965379448537715e+04,7.747122416174299724e+04,8.381490122126076312e+04,3.237709050958496300e+04,1.074139001354275824e+05,1.949089441366638857e+04,8.056630207676114514e+04,2.460335564806128241e+04,7.723398054209934344e+03,7.038657402236472990e+04,7.086968169417500030e+04,8.574548055483901408e+03,8.215365650297493266e+04,8.893670637831570275e+03,3.900644868880893773e+04,3.340294813257893838e+04,1.729251171334618994e+04,8.394865165008058830e+04,7.575029011016344884e+04,4.187382392597232683e+04,7.445982508898412925e+04,7.892839282583534077e+04,3.178623828268516809e+04,2.337058591746703678e+04,2.028565172543586414e+03,6.596777800208178815e+04,8.262256293418520363e+04,9.239578236420640314e+04,1.290401548698349943e+05,3.142949214149844920e+04
4.325424702712158614e+04,inf,5.891533688582243485e+04,7.112227628775851372e+03,3.945292864831987390e+04,1.132031395480785577e+05,5.455352657320208891e+03,4.246482878968539444e+04,7.315974738483432156e+04,1.960856928103712562e+04,1.275568747392920050e+05,1.276365743667830538e+05,7.031604185135840089e+04,4.067105888720218354e+04,1.195987156779351935e+05,7.515931856965733459e+03,3.339649424120323965e+04,6.366340219597170653e+04,5.013675313611737511e+04,1.215871469806235400e+05,3.375609261892561335e+04,9.328825639483827399e+04,7.356795974675852631e+04,1.198186001914567751e+05,6.269586375998730364e+04,8.910207487892864447e+04,1.163235431073981308e+05,4.336686891453064163e+03,7.828062267450985382e+04,3.652646997671968711e+04,8.889728055613196921e+04,1.207235199984186038e+05,1.270620635278643313e+05,1.091117253619771873e+04,6.416268264662363072e+04,6.273916363841586281e+04,3.733220469879257143e+04,1.874052769416533556e+04,5.097127605662267160e+04,2.714865616337542451e+04,1.141205181965716911e+05,5.173584194552172266e+04,1.254029316776570922e+05,5.212484487283528870e+04,4.258549429155249527e+03,9.938664331663563644e+03,6.053915810644133308e+04,1.271946181685188058e+05,1.190014053974883427e+05,8.512042155068654392e+04,1.177107999199914193e+05,1.221783354382312682e+05,1.149650256055888349e+04,1.988801227054638002e+04,4.523627276630613051e+04,1.092190536904444452e+05,1.258723909788575693e+05,4.914871152872823586e+04,8.579654060822768952e+04,7.468101176137677976e+04
1.567195556321785625e+04,5.891533688582243485e+04,inf,6.602298549969354644e+04,1.950229100892697170e+04,5.430766837563388253e+04,6.434660876391500642e+04,1.646031968037463594e+04,1.426621070418917225e+04,7.839448413992743008e+04,6.867565204826547415e+04,6.875617261249941657e+04,1.142111327095022534e+04,9.957948112244489312e+04,6.070328049058694160e+04,5.143588309840858710e+04,2.552265229759644717e+04,4.960487489950584859e+03,8.792873305502214862e+03,6.268919176869482908e+04,2.516140339463220880e+04,3.441187326315726386e+04,1.475047160206039007e+04,6.091188959106232505e+04,1.215960541142687434e+05,3.019174095311552082e+04,5.742398287211490242e+04,6.322993437816025835e+04,1.943978593311999430e+04,2.240239472201430908e+04,3.002112320416422153e+04,6.181952252160118951e+04,6.817594620982275228e+04,4.802771754723511549e+04,1.230702489262530726e+05,3.961636535827923126e+03,9.621573124117725820e+04,4.027331879566951829e+04,7.971131456982613599e+03,8.603749965365980461e+04,5.521077562082961231e+04,7.462126675729202361e+03,6.650713627897448896e+04,6.911894007038667951e+03,5.466842994600011298e+04,4.904594571037602145e+04,1.940698695075826436e+03,6.830823086700277054e+04,6.010111946449016250e+04,2.620651563147181150e+04,5.881333618499669683e+04,6.328469042118045036e+04,4.743923020547864871e+04,3.903653645778743521e+04,1.371121873272855191e+04,5.031627155216992833e+04,6.697655972295333049e+04,1.080497621979047253e+05,1.446899405506114126e+05,1.580559753508219364e+04
5.036244503464535956e+04,7.112227628775851372e+03,6.602298549969354644e+04,inf,4.656108546569495957e+04,1.203119641539315780e+05,1.790958387870653496e+03,4.957232617902119819e+04,8.026538705873595609e+04,1.257343776371302738e+04,1.346664329497833969e+05,1.347459989598887041e+05,7.742392114385796594e+04,3.356123008827918238e+04,1.267074865499609296e+05,1.459872181184773399e+04,4.050466589610043593e+04,7.077280190769307956e+04,5.724591263237900421e+04,1.286964287362823816e+05,4.086304520802770276e+04,1.003976222946283378e+05,8.067654861479093961e+04,1.269278012195903430e+05,5.558668054462321743e+04,9.621060911652546201e+04,1.234327665899529820e+05,2.857275307818512829e+03,8.538959838394096005e+04,4.363472259057188057e+04,9.600666059775125177e+04,1.278326676746234589e+05,1.341714206249472336e+05,1.800710041143215858e+04,5.705344177840614429e+04,6.984886780757932866e+04,3.022732208605669803e+04,2.583679168377528549e+04,5.808005553263731417e+04,2.004649061329713368e+04,1.212295458469378791e+05,5.884228080707255140e+04,1.325126426101638353e+05,5.923396471524691151e+04,1.135972532259715081e+04,1.701618594271753682e+04,6.764886309929535491e+04,1.343042066622741986e+05,1.261108316623552964e+05,9.222795302353985608e+04,1.248196453768914653e+05,1.292875155919368117e+05,1.859289264979671498e+04,2.699564436408796246e+04,5.234509180556417414e+04,1.163281984875154740e+05,1.329815786750581756e+05,4.203978368216805393e+04,7.868740744208251999e+04,8.178982762157423713e+04
3.856634335569787254e+03,3.945292864831987390e+04,1.950229100892697170e+04,4.656108546569495957e+04,inf,7.375311573163703724e+04,4.487462662241421640e+04,3.109427427545240334e+03,3.376780064670459251e+04,5.898450457485041261e+04,8.810648693618513062e+04,8.818614014633186162e+04,3.087516521360715342e+04,8.012188254257956578e+04,8.014825593140228011e+04,3.199369106729952910e+04,6.095559948730168799e+03,2.421352214078166071e+04,1.071966017184488555e+04,8.213792269292555284e+04,5.798386206170711375e+03,5.383872745898354333e+04,3.411599032923376944e+04,8.037402128865224950e+04,1.021442909301487671e+05,4.966395531474649033e+04,7.687507759835773322e+04,4.376150117476152809e+04,3.883028052077690518e+04,2.949548919837808171e+03,4.944762114300792018e+04,8.127626328908180585e+04,8.761114824663994659e+04,2.859362423739238875e+04,1.036140915948522015e+05,2.329585814001655308e+04,7.677491514970622666e+04,2.077892402819735435e+04,1.154498833937425115e+04,6.659337800250134023e+04,7.467957371549701202e+04,1.230967200107552344e+04,8.595447070470727340e+04,1.267519405859079961e+04,3.520711343444979866e+04,2.962879718410767236e+04,2.109485119380892502e+04,8.774570101598308247e+04,7.955388006734015653e+04,4.569653732936416782e+04,7.826117906871523883e+04,8.272837630992277991e+04,2.800013251097987450e+04,1.956614618524369871e+04,5.808121374612393993e+03,6.977317563982224965e+04,8.642255774825248227e+04,8.859936686584584822e+04,1.252460712454067689e+05,3.523302907286471600e+04
6.995209535076626344e+04,1.132031395480785577e+05,5.430766837563388253e+04,1.203119641539315780e+05,7.375311573163703724e+04,inf,1.186255359155209153e+05,7.074450560878436954e+04,4.013521724723684019e+04,1.327016132147007447e+05,1.438931346827078414e+04,1.447231416812430143e+04,4.289609607758780476e+04,1.538727370016216591e+05,6.397489683255799719e+03,1.057326195761896379e+05,7.981053408018406481e+04,4.954276947795426531e+04,6.307269737612540484e+04,8.389622398155532210e+03,7.945980243699588755e+04,1.992690169004057316e+04,3.964280579408167978e+04,6.676565355775017451e+03,1.758927872835733288e+05,2.412909590909065446e+04,3.143961954802854052e+03,1.175117409264659946e+05,3.492998038931062183e+04,7.667738503812807903e+04,2.430954607355780536e+04,7.542547203146197717e+03,1.387922238221690532e+04,1.023274728422576882e+05,1.773649504292698693e+05,5.046771068421071686e+04,1.505161732337863068e+05,9.451503741152302246e+04,6.223541186717590608e+04,1.403358066028635949e+05,1.535412776890510031e+03,6.149485197768600483e+04,1.222725966893112127e+04,6.108000941272806085e+04,1.089559929299023352e+05,1.033492418853536947e+05,5.266615531975467457e+04,1.402059547325931453e+04,5.818936253761213266e+03,2.814998661472940876e+04,4.510908189914341165e+03,8.979390272071361323e+03,1.017372805355575983e+05,9.331741107414849102e+04,6.796803596346998529e+04,4.030716095804285942e+03,1.267535922325721185e+04,1.623475499590593390e+05,1.989913655989477993e+05,3.852703934071168624e+04
4.868135413896765385e+04,5.455352657320208891e+03,6.434660876391500642e+04,1.790958387870653496e+03,4.487462662241421640e+04,1.186255359155209153e+05,inf,4.789208948896859511e+04,7.859423528101683769e+04,1.433034375314902172e+04,1.329772464621001272e+05,1.330571149020340526e+05,7.574249035245143750e+04,3.525596910871998261e+04,1.250210510365406662e+05,1.294864681769476010e+04,3.882546000174766959e+04,6.908520128933653177e+04,5.556590044660432613e+04,1.270102852199068584e+05,3.918965155820671498e+04,9.871109724944659683e+04,7.898798405502042442e+04,1.252448331106081168e+05,5.728135841777912719e+04,9.452936550272715976e+04,1.217470813971086754e+05,1.152665163323659044e+03,8.370104651145437674e+04,4.195185643644665106e+04,9.431883288532783627e+04,1.261483460343748447e+05,1.324830442383504997e+05,1.635688939716205095e+04,5.874575918293099676e+04,6.816453126395829895e+04,3.193500376947603945e+04,2.413031231055611352e+04,5.639744857306567428e+04,2.175669338867968327e+04,1.195482339494402258e+05,5.715172018133340316e+04,1.308272482322479773e+05,5.754653208508592797e+04,9.684844421436881021e+03,1.538161895966730117e+04,6.596411032257189800e+04,1.326158334427506488e+05,1.244253636803055124e+05,9.055100689115890418e+04,1.231337094473974867e+05,1.276000873159283801e+05,1.693966087370552850e+04,2.531473031003883443e+04,5.065971826541518385e+04,1.146439464119111217e+05,1.312953948856546776e+05,4.373807736871208181e+04,8.038523756873821549e+04,8.010540551191435952e+04
8.181070569259421745e+02,4.246482878968539444e+04,1.646031968037463594e+04,4.957232617902119819e+04,3.109427427545240334e+03,7.074450560878436954e+04,4.789208948896859511e+04,inf,3.071762319488735375e+04,6.196704761102650809e+04,8.510601189609328867e+04,8.518665693558071507e+04,2.785280263631463822e+04,8.313090045743242081e+04,7.714051274840279075e+04,3.498911346147704899e+04,9.070763739390211413e+03,2.122043337104326201e+04,7.684764359242466526e+03,7.912854304760870582e+04,8.722729169159298181e+03,5.083776008645915135e+04,3.112343670069248037e+04,7.735899227189725207e+04,1.051487409843243076e+05,4.664050467999844113e+04,7.386389653651435219e+04,4.677609203132151742e+04,3.583513464432216279e+04,5.952863410092693812e+03,4.644360726507772051e+04,7.826315198537481774e+04,8.460860948275456030e+04,3.158530577788295705e+04,1.066226398781347525e+05,2.028564995681512664e+04,7.977316865735345345e+04,2.381828634619921286e+04,8.518222052671611891e+03,6.959452637001994299e+04,7.166121620288958366e+04,9.358991901100926043e+03,8.294703599664794456e+04,9.693402588933990046e+03,3.821608638372669520e+04,3.261029150245449637e+04,1.808891889504047867e+04,8.474288713975714927e+04,7.654276836364160408e+04,4.266204785385431023e+04,7.525225149739364861e+04,7.972109488402257557e+04,3.099388813733063216e+04,2.258241574437848976e+04,2.822901360513712916e+03,6.676004538523465453e+04,8.341558210374072951e+04,9.160405756548354111e+04,1.282476110525785334e+05,3.222178094095629422e+04
2.993302059771492713e+04,7.315974738483432156e+04,1.426621070418917225e+04,8.026538705873595609e+04,3.376780064670459251e+04,4.013521724723684019e+04,7.859423528101683769e+04,3.071762319488735375e+04,inf,9.260742272272991249e+04,5.451259228449039074e+04,5.459445962303895067e+04,3.250849747520451274e+03,1.138146658830986416e+05,4.652599052075009240e+04,6.567291104792308761e+04,3.977601783551203698e+04,9.796702782817290426e+03,2.305510574242600342e+04,4.850558013172587380e+04,3.940710898779818672e+04,2.032193259255837984e+04,2.797103552017258608e+03,4.671125245149112015e+04,1.358251771023663750e+05,1.601303664066226520e+04,4.324062035050303530e+04,7.747605940250247659e+04,5.830704577668962884e+03,3.666293173417448270e+04,1.595913089633819436e+04,4.762534026032346446e+04,5.400723474717944191e+04,6.226364919080741674e+04,1.373025457656568033e+05,1.059601028911767389e+04,1.104412970917119965e+05,5.453431711043488031e+04,2.223224794119026774e+04,1.002670439972032618e+05,4.100393040524423850e+04,2.162156568734674875e+04,5.232390516661247966e+04,2.114615915919457984e+04,6.891290420402257587e+04,6.327474729195781401e+04,1.277054250970221256e+04,5.413708803287798219e+04,4.591397928638697340e+04,1.198850163096286997e+04,4.463366293145983946e+04,4.910747698782649968e+04,6.167708929699272267e+04,5.328949831148404337e+04,2.797426193079373479e+04,3.613135974042117596e+04,5.279443694246170344e+04,1.222796847324623377e+05,1.589125577283893654e+05,2.599375965663956777e+03
6.276070555623137625e+04,1.960856928103712562e+04,7.839448413992743008e+04,1.257343776371302738e+04,5.898450457485041261e+04,1.327016132147007447e+05,1.433034375314902172e+04,6.196704761102650809e+04,9.260742272272991249e+04,inf,1.470646671114840719e+05,1.471450551339612284e+05,8.980758759654269670e+04,2.129483776620019125e+04,1.390973122883657343e+05,2.700484956130422142e+04,5.290679245294996508e+04,8.318106500487291487e+04,6.963361603376103449e+04,1.410826880621837918e+05,5.324753458071497880e+04,1.127958719682629744e+05,9.308685256394658063e+04,1.393032333060707897e+05,4.324377054975216015e+04,1.085832737087628775e+05,1.358173076226939156e+05,1.539271809776788541e+04,9.779783686053392012e+04,5.604805156172253191e+04,1.084050131097230333e+05,1.402124176376678806e+05,1.465670868603608396e+05,3.039222717881510471e+04,4.472791628175645019e+04,8.224351344283766230e+04,1.788036146907604052e+04,3.832796110635926743e+04,7.047447833781837835e+04,7.823194393146586663e+03,1.335996529367172625e+05,7.126437917966242821e+04,1.448976037669387297e+05,7.164691670345135208e+04,2.383019698145473740e+04,2.936029607663204661e+04,8.004711496820503089e+04,1.466988565848265716e+05,1.384943329510454205e+05,1.045853240309464891e+05,1.372076231888991315e+05,1.416782708777450316e+05,3.098661224559190669e+04,3.943326017668961867e+04,6.475349166626603255e+04,1.287098798507914762e+05,1.453701224095776270e+05,2.970768957587673867e+04,6.631275866728572873e+04,9.418161394948940142e+04
