OBJECTID,Shape,Block group id,EnviroAtlas Community Code,NO2_Hospital_Admissions_VValue of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Asthma exacerbation avoided due to nitrogen dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to nitrogen dioxide removed ($/yr),Acute respiratory symptoms avoided due to ozone removed (cases/yr),Value of mortality avoided due to ozone removed ($/yr),School days not lost to illness due to ozone removed (days/yr),Value of school days not lost to illness due to ozone removed ($/yr),Acute respiratory symptoms avoided due to particulate matter [PM2.5] removed (cases/yr),Value of mortality avoided due to particulate matter [PM2.5] removed ($/yr),Asthma exacerbation avoided due to sulfur dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to sulfur dioxide removed ($/yr),Value of hospital admissions avoided due to sulfur dioxide removed ($/yr),Total Population,Population under 1 year old,Percent population under 1 year old,Population under 13 years old,Percent population under 13 years old,Population over 70 years old,Percent population over 70 years old,"Population other than White, non-Hispanic","Percent population other than White, non-Hispanic",Population with income below twice the US poverty level,Percent population with income below twice the US poverty level,Number of day care centers,Value of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Number of schools (K-12),K-12 schools with < 25 percent green space in viewshed,Total carbon stored (kg),Total carbon sequestered (kg/yr),Value of carbon stored ($),Value of carbon sequestered ($/yr),Average reduction in nighttime ambient temperature (Celsius),Average reduction in daytime ambient temperature (Celsius),Carbon monoxide (kg/yr),Nitrogen dioxide (kg/yr),Ozone (kg/yr),Particulate matter [PM2.5] (kg/yr),Sulfur dioxide (kg/yr),Particulate matter [PM10] (kg/yr),"Value of health, ecosystem, and materials damage avoided due to particulate matter [PM10] removed ($/yr)","Value of health, ecosystem, and materials damage avoided due to carbon monoxide removed ($/yr)",Percent reduction in annual runoff,Reduction in annual runoff (m3/yr),Reduction in median load of total suspended solids [TSS] (kg/yr),Reduction in median biochemical oxygen demand [BOD5] (kg/yr),Reduction in median chemical oxygen demand [COD] (kg/yr),Reduction in median load of total phosphorus (kg/yr),Reduction in median load of soluble phosphorus (kg/yr),Reduction in median load of total Kjeldahl nitrogen [TKN] (kg/yr),Reduction in median load of nitrites and nitrates (kg/yr),Reduction in median load of copper (kg/yr),Reduction in mean load of total suspended solids [TSS] (kg/yr),Reduction in mean biochemical oxygen demand [BOD5] (kg/yr),Reduction in mean chemical oxygen demand [COD] (kg/yr),Reduction in mean load of total phosphorus (kg/yr),Reduction in mean load of soluble phosphorus (kg/yr),Reduction in mean load of total Kjeldahl nitrogen [TKN] (kg/yr),Reduction in mean load of nitrites and nitrates (kg/yr),Reduction in mean load of copper (kg/yr),Total carbon stored (mt),Total carbon sequestered (mt/yr),Percent tree cover,Percent impervious area,Percent green space,Percent agriculture,Percent wetlands,Tree cover per capita (m2/person),Impervious area per capita (m2/person),Green space per capita (m2/person),Agricultural land per capita (m2/person),Total land area in 50m buffer (m2),Percent land area in 50m buffer,Percent impervious area in 50m buffer,Percent tree cover in 50m buffer,Percent vegetated cover in 50m buffer,Total land area in 15m buffer (m2),Percent land area in 15m buffer,Percent impervious area in 15m buffer,Percent tree cover in 15m buffer,Percent vegetated cover in 15m buffer,Residential population within 300m of busy roadway with < 25 percent tree buffer,Residential population within 300m of busy roadway with > 25 percent tree buffer,Residential population within 300m of busy roadway,Percent of residential population within 300m of busy roadway,Percent of busy roadway bordered by > 25 percent tree buffer,Percent of busy roadway bordered by < 25 percent tree buffer,Residential population within 500m of a park entrance,Residential population not within 500m of a park entrance,Percent of residential population within 500m of a park entrance,Percent of residential population not within 500m of a park entrance,Residential population with minimal views of trees,Percent of residential population with minimal views of trees,Residential population with views of water,Percent of residential population with views of water,Number of historic places,Percent carbon monoxide removed annually by tree cover,Percent nitrogen dioxide removed annually by tree cover,Percent ozone removed annually by tree cover,Percent particulate matter [PM10] removed annually by tree cover,Percent particulate matter [PM2.5] removed annually by tree cover,Percent sulfur dioxide removed annually by tree cover,Daily domestic use (x1000 gal/day),bgrp,Land area in 1% Annual Chance Flood Hazard area - Area (m2),Land area in 1% Annual Chance Flood Hazard area - Percent,Land area in 0.2% Annual Chance Flood Hazard area - Area (m2),Land area in 0.2% Annual Chance Flood Hazard area - Percent,Impervious surface in 1% Annual Chance Flood Hazard area - Area (m2),Impervious surface in 1% Annual Chance Flood Hazard area - Percent,Impervious surface in 0.2% Annual Chance Flood Hazard area - Area (m2),Impervious surface in 0.2% Annual Chance Flood Hazard area - Percent,Population in 1% Annual Chance Flood Hazard area - Total,Population in 1% Annual Chance Flood Hazard area - Percent,Population in 0.2% Annual Chance Flood Hazard area - Total,Population in 0.2% Annual Chance Flood Hazard area - Percent,EnviroAtlas Community Name,State FIPS,County FIPS,Tract FIPS,ALAND10,AWATER10,ORIG_FID,x,y
1839,,390351361012,CleOH,98.00882069,1.016476132,85.75916239,1.096490622,6287.072752,0.500436443,49.13794797,0.674984935,23078.14532,0.036371362,2.854577506,12.5674991,1435,16,1.1149799823760986,161,11.219499588012695,167,11.63759994506836,164,11.428571428571429,346,23.25268817204301,0,-99999,0,-99999,986627,31818.4,77450.2195,2497.7444,0.33587500453,0.623096346855,16.2219146646,105.744220137,526.828181541,39.6418449184,25.8775025054,375.502110224,2664.87334768,24.490689014,1.278026,661.612798,36.057897,7.608547,29.574092,0.171358,0.068146,0.972571,0.35264,0.007344,51.870443,9.32874,34.933156,0.208408,0.085348,1.14459,0.435341,0.008932,986.627,31.8184,25.65999984741211,39.59000015258789,60.349998474121094,-888888,0,89.41,137.92,210.28,-888888,111225,22.25,28.489999771118164,41.290000915527344,71.51000213623047,34325,6.869999885559082,23.360000610351562,52.310001373291016,76.63999938964844,252,111,363,25.299999237060547,43.959999084472656,56.040000915527344,20,1415,1.3899999856948853,98.61000061035156,0,0,215,14.979999542236328,0,0.00126817190897,0.153634887128,0.214340280803,0.440410065531,0.10422792027,0.123801561149,103.31999969482422,390351361012,19152,3.8299999237060547,294,0.05999999865889549,772,4.03000020980835,0,0,30.209999084472656,2.119999885559082,0,0,"Cleveland, OH",39,035,136101,490948,25049,1839,,
1840,,390351361013,CleOH,294.8730992,3.058193756,258.0169559,3.29882261,18914.84986,1.505576369,147.8328253,2.030741997,69432.30356,0.109425644,8.588187423,37.80967841,2212,12,0.5424950122833252,363,16.410499572753906,208,9.403249740600586,154,6.962025316455696,309,14.358736059479554,0,-99999,0,-99999,13549518.54,436967.568,1063637.20539,34301.954088,0.653453886509,1.21401393414,222.778348355,1452.21117702,7234.9199527,544.408284673,355.374329206,5156.83516089,36597.1647148,336.334850813,4.17831,4268.511085,232.633854,49.087877,190.802446,1.105544,0.439657,6.274711,2.275116,0.04738,334.651269,60.186006,225.377385,1.344581,0.550638,7.384524,2.80868,0.057625,13549.51854,436.967568,50.08000183105469,17.200000762939453,82.55999755859375,-888888,3.190000057220459,796.55,273.51,1313.12,-888888,703087,19.979999542236328,10.680000305175781,63.34000015258789,89.04000091552734,215997,6.139999866485596,8.430000305175781,67.2699966430664,91.0199966430664,651,293,944,42.68000030517578,62.2400016784668,37.7599983215332,39,2173,1.7599999904632568,98.23999786376953,6,0.27000001072883606,36,1.6299999952316284,0,0.00247504433909,0.298681977591,0.415481856924,0.849352970573,0.195635530653,0.240138441964,159.26400756835938,390351361013,183479,5.21999979019165,0,0,9113,4.96999979019165,-99999,-99999,39.83000183105469,1.7999999523162842,-99999,-99999,"Cleveland, OH",39,035,136101,3527053,0,1840,,
1841,,390351361014,CleOH,154.2772086,1.600053803,134.9950917,1.726046834,9896.814701,0.787765423,77.35083423,1.0625122,36327.93812,0.057253746,4.493514495,19.78317317,1487,10,0.6724950075149536,193,12.97920036315918,172,11.566900253295898,134,9.011432414256893,212,14.530500342700481,0,-99999,0,-99999,4112273.64,132619.488,322813.48074,10410.629808,0.504586338997,0.940187871456,67.6131426218,440.742708951,2195.85332399,165.227703984,107.859360631,1565.09747821,11107.2253461,102.077497228,2.852045,1531.646948,83.474759,17.61394,68.464619,0.396697,0.15776,2.251521,0.816368,0.017001,120.081121,21.596222,80.870959,0.482469,0.197582,2.649749,1.007824,0.020677,4112.27364,132.61948800000002,38.97999954223633,21.979999542236328,77.01000213623047,-888888,1.0399999618530273,359.62,202.74,710.43,-888888,278858,20.329999923706055,16.389999389648438,48.130001068115234,82.69000244140625,84405,6.150000095367432,14.079999923706055,49.9900016784668,85.86000061035156,194,130,324,21.790000915527344,46.029998779296875,53.970001220703125,233,1254,15.670000076293945,84.33000183105469,0,0,32,2.1500000953674316,0,0.00192640050773,0.232882694904,0.324380735235,0.664638941051,0.154937609101,0.187429655987,107.06400299072266,390351361014,29217,2.130000114440918,10205,0.7400000095367432,310,1.059999942779541,13,0.12999999523162842,8.800000190734863,0.5799999833106995,1.9500000476837158,0.12999999523162842,"Cleveland, OH",39,035,136101,1375820,174,1841,,
1842,,390351361021,CleOH,93.11967432,1.079463389,90.19148164,1.095588033,6365.006529,0.502115883,49.30285248,0.673458282,22640.92041,0.046973278,3.686668193,12.32396924,864,4,0.4629630148410797,146,16.898099899291992,53,6.134260177612305,81,9.375,22,2.161100196463654,1,0,2,0,11545419.95,372336.04,906315.466075,29228.37914,0.557854413986,1.04487276077,189.827378732,1237.37061854,6164.71266899,463.088160925,302.810982083,4401.09835169,31233.8316579,286.587828563,3.593372,3634.425082,198.076167,41.795888,162.458801,0.941316,0.374346,5.342605,1.937149,0.040342,284.938926,51.245394,191.897644,1.144844,0.468841,6.287555,2.391452,0.049065,11545.41995,372.33603999999997,43.13999938964844,17.219999313354492,81.9000015258789,-888888,0.7599999904632568,1737.68,693.65,3299.18,-888888,235258,6.760000228881836,13.289999961853027,60.099998474121094,86.70999908447266,69000,1.9800000190734863,9.979999542236328,61.61000061035156,90.0199966430664,380,66,446,51.619998931884766,42.77000045776367,57.22999954223633,54,810,6.25,93.75,7,0.8100000023841858,49,5.670000076293945,0,0.0021318804636,0.25753444248,0.358554697568,0.73404797893,0.170928664999,0.207193653034,62.20800018310547,390351361021,26041,0.75,0,0,228,0.8799999952316284,-99999,-99999,1.2699999809265137,0.15000000596046448,-99999,-99999,"Cleveland, OH",39,035,136102,3485129,8890,1842,,
1843,,390351361022,CleOH,379.3555702,4.396090197,367.2994087,4.464283495,25935.84703,2.04601943,200.8990304,2.744002689,92250.32671,0.191400088,15.02190965,50.21733844,4329,77,1.7786999940872192,904,20.882400512695312,420,9.702010154724121,433,10.002310002310002,218,5.9432933478735,0,-99999,0,-99999,16331460.63,526684.296,1282019.659455,41344.717236,0.45909550786,0.856375157833,268.518458027,1749.95687247,8720.68585352,655.056819164,428.366489514,6225.53053684,44181.5104391,405.390003957,2.756497,5449.117501,296.976904,62.664851,243.575552,1.411321,0.561259,8.010203,2.90438,0.060485,427.210812,76.832557,287.713404,1.716472,0.702936,9.426973,3.585519,0.073563,16331.460630000001,526.684296,35.08000183105469,18.68000030517578,80.5999984741211,-888888,1.9299999475479126,490.58,261.26,1127.07,-888888,797509,13.170000076293945,8.359999656677246,52.459999084472656,90.55000305175781,242156,4,5.96999979019165,57.790000915527344,93.04000091552734,1214,442,1656,38.25,47.619998931884766,52.380001068115234,0,4329,0,100,209,4.829999923706055,424,9.789999961853027,0,0.00173368541667,0.209654142985,0.292194364306,0.59928914186,0.140779267853,0.168841403688,311.68798828125,390351361022,67685,1.1200000047683716,0,0,180,0.27000001072883606,-99999,-99999,0.7300000190734863,0.019999999552965164,-99999,-99999,"Cleveland, OH",39,035,136102,6165901,2740,1843,,
1844,,390351361023,CleOH,286.8240562,3.325018927,277.8125058,3.374822834,19606.91853,1.546704467,151.8712009,2.07449657,69742.27362,0.144695963,11.35635098,37.97224058,2214,29,1.3098499774932861,424,19.15089988708496,135,6.097559928894043,520,23.486901535682023,619,29.33649289099526,0,-99999,0,-99999,17281129.49,557310.808,1356568.664965,43748.898428,0.680274665356,1.26549124718,284.132714688,1852.16254474,9227.94851949,693.148149559,453.2770237,6587.54301213,46750.6501874,428.963294285,4.751619,5019.711458,273.574274,57.726682,224.381102,1.300105,0.51703,7.378976,2.675506,0.055719,393.545378,70.777932,265.040765,1.581209,0.647543,8.684101,3.30297,0.067766,17281.12949,557.310808,51.86000061035156,13.760000228881836,85.61000061035156,-888888,2.3299999237060547,1015,269.33,1675.57,-888888,617627,14.25,5.210000038146973,74.12000274658203,94.6500015258789,188972,4.360000133514404,3.2899999618530273,77.05999755859375,96.69000244140625,1310,168,1478,66.76000213623047,30.559999465942383,69.44000244140625,100,2114,4.519999980926514,95.4800033569336,89,4.019999980926514,182,8.220000267028809,0,0.00256267147012,0.309173728028,0.429995745379,0.878674684497,0.20273001852,0.248542501264,159.4080047607422,390351361023,78555,1.809999942779541,1362,0.029999999329447746,287,0.3700000047683716,621,45.59000015258789,4.420000076293945,0.20000000298023224,0.20999999344348907,0.009999999776482582,"Cleveland, OH",39,035,136102,4353307,11554,1844,,
1845,,390351361031,CleOH,175.108209,2.022492835,170.2170408,2.34375482,14260.55887,1.26694616,124.4016804,1.34356583,48533.82315,0.094641491,7.421537359,31.84587464,1421,8,0.5629839897155762,218,15.341300010681152,159,11.189299583435059,97,6.826178747361013,308,20.492348636061212,0,-99999,0,-99999,14937048.31,481714.952,1172558.292335,37814.623732,0.738690376282,1.38095140457,245.455687252,1663.46509057,8620.61020813,729.318374447,449.423945274,5634.42020501,39986.5029387,370.571478613,5.071158,4468.578747,243.537542,51.388656,199.74547,1.157362,0.460264,6.568811,2.381752,0.049601,350.336574,63.00696,235.940958,1.407602,0.576447,7.730641,2.940325,0.060326,14937.04831,481.714952,56.849998474121094,14.779999732971191,84.05000305175781,-888888,0,1366.92,355.36,2020.95,-888888,418179,12.239999771118164,9.569999694824219,69.6500015258789,89.91000366210938,122636,3.5899999141693115,6.46999979019165,74.04000091552734,93.16000366210938,600,284,884,62.209999084472656,44.040000915527344,55.959999084472656,0,1421,0,100,31,2.180000066757202,25,1.7599999904632568,1,0.00196843778608,0.29850056307,0.429513582131,0.702065562526,0.232212408264,0.257868256945,102.31199645996094,390351361031,28195,0.8299999833106995,0,0,124,0.4399999976158142,-99999,-99999,3.5799999237060547,0.25999999046325684,-99999,-99999,"Cleveland, OH",39,035,136103,3424764,0,1845,,
1846,,390351361032,CleOH,232.4501934,2.684815197,225.9587882,3.1185727,18968.66342,1.683688902,165.3217282,1.783421353,64422.78794,0.125628237,9.851432489,42.27331984,2208,18,0.8152170181274414,403,18.251800537109375,211,9.556159973144531,210,9.510869565217392,29,1.2215669755686605,0,-99999,0,-99999,9426617.32,304005.344,739989.45962,23864.419504,0.637108385563,1.18487119675,154.904555754,1050.23480021,5449.45148205,460.265313312,283.63735956,3555.8245505,25235.0700985,233.863842849,3.969791,3084.479146,168.104113,35.47151,137.876218,0.79888,0.317701,4.534184,1.644027,0.034238,241.823165,43.491156,162.860499,0.971611,0.397898,5.336149,2.029587,0.04164,9426.617320000001,304.005344,48.56999969482422,17.950000762939453,81.54000091552734,-888888,4.829999923706055,555.18,205.15,932.16,-888888,439145,17.399999618530273,8.079999923706055,69.41999816894531,91.76000213623047,133449,5.289999961853027,3.7899999618530273,76.08000183105469,96.20999908447266,357,236,593,26.860000610351562,43.36000061035156,56.63999938964844,0,2208,0,100,13,0.5899999737739563,38,1.7200000286102295,0,0.00168157563557,0.255408903506,0.368135348492,0.601172624798,0.201645132104,0.220770485885,158.9759979248047,390351361032,113266,4.489999771118164,0,0,1408,1.2400000095367432,-99999,-99999,5.099999904632568,0.23999999463558197,-99999,-99999,"Cleveland, OH",39,035,136103,2531079,0,1846,,
1847,,390351361033,CleOH,116.1037327,1.341010455,112.862101,1.554149636,9456.392684,0.840105739,82.49013958,0.890881571,32181.44406,0.062757364,4.921256188,21.12048253,1125,9,0.800000011920929,122,10.844400405883789,149,13.244400024414062,36,3.2,154,14.500941619585687,1,1,1,0,7049792.12,227353.504,553408.68142,17847.250064,0.627082049847,1.16713631153,115.846955426,785.180561308,4069.29954503,344.214119312,212.144241568,2659.25973711,18872.3051217,174.897465387,3.645092,2429.587195,132.412502,27.940253,108.602548,0.629263,0.250247,3.571493,1.29497,0.026968,190.479636,34.257179,128.282204,0.76532,0.313417,4.203186,1.598668,0.032799,7049.79212,227.353504,47.619998931884766,19.649999618530273,80.08000183105469,-888888,0,814.89,336.23,1370.45,-888888,166869,8.670000076293945,13.989999771118164,50.43000030517578,86.01000213623047,48244,2.509999990463257,13.600000381469727,53.0099983215332,86.4000015258789,380,78,458,40.709999084472656,30.110000610351562,69.88999938964844,0,1125,0,100,1,0.09000000357627869,11,0.9800000190734863,0,0.00164865393713,0.250392469614,0.36070931479,0.58956343864,0.19807466939,0.216531108773,81,390351361033,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,136103,1928902,1711,1847,,
1848,,390351361034,CleOH,99.8795093,1.153610889,97.09022958,1.336941941,8134.567139,0.722702129,70.96225722,0.766353491,27683.09819,0.053985668,4.233414382,18.16581008,1109,9,0.8115419745445251,171,15.419300079345703,260,23.444499969482422,94,8.476104598737603,77,8.720271800679502,2,0,2,0,15093601.33,486763.736,1184847.704405,38210.953276,0.544389903545,1.01131546497,248.028272432,1680.90228249,8711.33689153,736.962253726,454.163040952,5693.4737396,40405.5956312,374.455384115,3.003949,5896.858019,321.378762,67.813867,263.589553,1.527286,0.607376,8.668381,3.143025,0.065455,462.313669,83.145698,311.354103,1.85751,0.760695,10.201564,3.880133,0.079608,15093.60133,486.763736,41.54999923706055,23.229999542236328,74.06999969482422,-888888,3.2200000286102295,1769.84,989.6,3154.97,-888888,1064585,22.540000915527344,11.899999618530273,63.91999816894531,85.12999725341797,320686,6.789999961853027,9.199999809265137,65.73999786376953,87.4000015258789,401,51,452,40.7599983215332,22.059999465942383,77.94000244140625,2,1107,0.18000000715255737,99.81999969482422,69,6.21999979019165,36,3.25,0,0.00143867626967,0.218680248466,0.315290076566,0.515371404146,0.174988470247,0.189234419208,79.8479995727539,390351361034,228411,4.840000152587891,0,0,2972,1.2999999523162842,-99999,-99999,4.300000190734863,0.3799999952316284,-99999,-99999,"Cleveland, OH",39,035,136103,4753573,3157,1848,,
1872,,390351401001,CleOH,132.3228749,1.550628958,130.5714145,1.904103573,11403.96197,0.973414165,95.57971895,1.055244316,36459.97006,0.167392242,13.15428861,53.27158487,955,6,0.6282719969749451,133,13.9266996383667,124,12.984299659729004,795,83.24607329842932,321,29.23497267759563,0,-99999,0,-99999,3614207.72,116557.024,283715.30602,9149.726384,0.858442783356,1.60564482212,26.8084760172,402.800435471,2214.55780436,174.654533812,240.029730086,683.915016975,4853.62625453,40.4735237887,5.129592,1193.138386,65.026042,13.721091,53.333286,0.309023,0.122893,1.753913,0.635943,0.013244,93.542049,16.823251,62.997707,0.375839,0.153915,2.064129,0.785085,0.016107,3614.2077200000003,116.557024,65.86000061035156,18.84000015258789,81.13999938964844,-888888,0.28999999165534973,492.13,140.8,606.34,-888888,114101,15.989999771118164,4.920000076293945,91.2300033569336,95.08000183105469,33250,4.659999847412109,0.07999999821186066,99.76000213623047,99.91999816894531,123,17,140,14.65999984741211,0,100,60,895,6.28000020980835,93.72000122070312,0,0,0,0,1,0.00167151939079,0.345410085451,0.50101568017,0.811738399566,0.2592345243,0.27490286806,68.76000213623047,390351401001,261,0.03999999910593033,0,0,0,0,-99999,-99999,0,0,-99999,-99999,"Cleveland, OH",39,035,140100,714139,0,1872,,
1873,,390351401002,CleOH,39.85432174,0.467034497,39.32684772,0.574000692,3437.173063,0.293308821,28.80004795,0.317826889,10981.30422,0.050417073,3.961956141,16.04499831,583,8,1.3722100257873535,110,18.867900848388672,36,6.174960136413574,535,91.76672384219555,332,61.59554730983302,0,-99999,0,-99999,400656.69,12921.048,31451.550165,1014.302268,0.408828496933,0.768080472946,2.97188100351,44.6533621389,245.534529356,19.3615068175,26.6090435809,75.8160980693,538.053698152,4.48673383805,1.455231,290.311564,15.82198,3.338583,12.976927,0.075191,0.029902,0.426758,0.154736,0.003222,22.760427,4.093393,15.328451,0.091448,0.03745,0.502239,0.191025,0.003919,400.65669,12.921048,32.4900016784668,44.349998474121094,55.650001525878906,-888888,0,89.37,121.97,153.07,-888888,1267,0.7900000214576721,46.0099983215332,34.099998474121094,53.9900016784668,0,0,-99999,-99999,-99999,460,95,555,95.19999694824219,31.34000015258789,68.66000366210938,22,561,3.7699999809265137,96.2300033569336,0,0,0,0,1,0.000824716280549,0.171296571033,0.249548051855,0.404333000979,0.137006276385,0.136875105168,41.97600173950195,390351401002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,140100,160441,0,1873,,
1874,,390351403011,CleOH,161.7546491,2.014490957,169.219234,2.475608987,14471.39232,1.252431786,122.9765112,1.376662928,44712.54798,0.228765927,17.97724167,66.07019006,2279,39,1.7112799882888794,402,17.639299392700195,170,7.459410190582275,2186,95.91926283457657,688,29.239269018274545,2,0,1,0,1919639.32,61907.744,150691.68662,4859.757904,0.450841903687,0.84037989378,14.2389725934,213.934533411,1176.22039145,93.0150889082,127.494856307,361.864416806,2568.08900287,21.496984596,1.652221,1338.438418,72.944894,15.392042,59.828197,0.346656,0.137859,1.967504,0.713388,0.014857,104.933572,18.871982,70.669548,0.421608,0.172659,2.315498,0.880692,0.018069,1919.63932,61.907744,35,41.66999816894531,58.33000183105469,-888888,0,109.53,130.42,182.52,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,1309,214,1523,66.83000183105469,27.530000686645508,72.47000122070312,626,1653,27.469999313354492,72.52999877929688,0,0,0,0,0,0.000888387675233,0.184445044538,0.268570763158,0.434813334089,0.147145972888,0.147343172846,164.08799743652344,390351403011,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,140301,713639,0,1874,,
1875,,390351403021,CleOH,110.3062823,1.085400482,91.30696479,1.523516797,9157.728861,0.69206248,67.95374432,0.848878078,30971.25035,0.119634287,9.40129327,43.68459685,1239,16,1.2913600206375122,217,17.51409912109375,83,6.698949813842773,1073,86.60209846650525,486,35.014409221902014,0,-99999,0,-99999,1252239.6,40384.32,98300.8086,3170.16912,0.538800597191,1.00087749958,9.28851850518,139.557317336,767.277324037,60.8721659034,83.1673655804,235.810798822,1673.50833927,14.0231423241,2.200535,744.211335,40.559518,8.55843,33.266247,0.192751,0.076654,1.093991,0.396665,0.008261,58.346169,10.49338,39.294358,0.234427,0.096003,1.287486,0.489691,0.010047,1252.2396,40.38432,40.7400016784668,35.63999938964844,64.36000061035156,-888888,0,131.43,114.98,207.61,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,665,435,1100,88.77999877929688,36.290000915527344,63.709999084472656,77,1162,6.210000038146973,93.79000091552734,0,0,0,0,0,0.00103407889588,0.214504294149,0.312107304245,0.507586693465,0.169052321082,0.171235053427,89.20800018310547,390351403021,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,140302,400037,0,1875,,
1876,,390351403022,CleOH,96.92414271,0.953756991,80.23273491,1.338901909,8047.794168,0.608152237,59.71458188,0.745881295,27213.42075,0.105121005,8.260788173,38.38513978,1118,17,1.5205700397491455,150,13.416799545288086,211,18.87299919128418,538,48.1216457960644,221,16.579144786196547,1,0,2,0,1710086.82,55149.744,134241.81537,4329.254904,0.509945392609,0.951203405857,12.6846116927,190.588372272,1047.86390414,83.1284113809,113.577469373,322.028579098,2285.38097194,19.1503214418,2.290985,930.994449,50.739197,10.706436,41.615452,0.241128,0.095892,1.368562,0.49622,0.010334,72.989965,13.127022,49.156507,0.293263,0.120098,1.61062,0.612594,0.012568,1710.08682,55.149744,39.66999816894531,33.29999923706055,66.69999694824219,-888888,0,198.91,166.96,334.4,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,584,285,869,77.7300033569336,50.970001220703125,49.029998779296875,0,1118,0,100,0,0,0,0,1,0.00100695077144,0.208915593303,0.304045706701,0.494422185598,0.164989200532,0.166794760323,80.49600219726562,390351403022,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,140302,560990,0,1876,,
1877,,390351404001,CleOH,58.89897855,0.613232046,51.35292535,0.94238857,5249.624295,0.36750877,36.08575489,0.525057145,17386.81814,0.073992184,5.814575446,23.96994084,922,12,1.3015199899673462,173,18.763599395751953,53,5.748370170593262,741,80.36876355748373,156,15.13094083414161,0,-99999,1,0,763647.76,24627.392,59946.34916,1933.250272,0.433828830719,0.805583775043,5.66437633007,85.1067207115,467.902845536,37.1365039681,50.7170661098,143.843879064,1020.83506086,8.5516711206,1.465547,526.517009,28.695177,6.054946,23.53531,0.136368,0.054231,0.77398,0.280634,0.005844,41.278933,7.42389,27.800098,0.165853,0.067921,0.910874,0.346448,0.007108,763.6477600000001,24.627392,31.399999618530273,42.349998474121094,57.279998779296875,-888888,0,107.7,145.3,196.51,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,659,180,839,91,42.279998779296875,57.720001220703125,0,922,0,100,0,0,0,0,1,0.000796867737849,0.165536848305,0.241152627929,0.390425961536,0.133047102332,0.132295286403,66.38400268554688,390351404001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,140400,316568,0,1877,,
1878,,390351404002,CleOH,55.46621346,0.577493109,48.36006397,0.888212019,4946.987567,0.346227115,33.99610513,0.494401576,16371.69308,0.069679142,5.475642029,22.57239877,771,13,1.6861200332641602,154,19.97410011291504,50,6.485079765319824,535,69.39040207522697,132,19.90950226244344,1,0,0,-99999,626804.21,20214.232,49204.130485,1586.817212,0.497256189585,0.931379377842,4.6493358806,69.8568898007,384.110411593,30.4817459714,41.6284337187,118.067456886,837.904263433,7.01923549272,1.652221,432.657743,23.579847,4.975564,19.339801,0.112058,0.044564,0.636007,0.230607,0.004803,33.920367,6.100474,22.844329,0.136287,0.055813,0.748498,0.284689,0.005841,626.80421,20.214232,35.36000061035156,42.43000030517578,57.56999969482422,-888888,0,105.72,126.88,172.13,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,468,210,678,87.94000244140625,35.83000183105469,64.16999816894531,0,771,0,100,0,0,0,0,0,0.000897363677968,0.186308597761,0.271294994126,0.439196494848,0.148521118751,0.148820477929,55.512001037597656,390351404002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,140400,230680,0,1878,,
1879,,390351404003,CleOH,122.350426,1.273861746,106.674992,1.957622613,10905.01783,0.763427482,74.96108723,1.090682406,36117.01474,0.153704544,12.07866667,49.79292411,1324,25,1.888219952583313,191,14.425999641418457,150,11.329299926757812,601,45.392749244712995,514,32.30672532998115,1,1,1,0,2125116.12,68534.304,166821.61542,5379.942864,0.597466409206,1.11930525303,15.7631018898,236.840478549,1302.11308332,103.345269059,141.139850718,400.295741276,2840.82944695,23.7980062317,2.358288,1277.367491,69.616528,14.689726,57.098327,0.330838,0.131569,1.87773,0.680837,0.014179,100.145611,18.010882,67.445004,0.402371,0.16478,2.209846,0.840508,0.017244,2125.11612,68.534304,45.40999984741211,37,62.47999954223633,-888888,0,208.72,170.07,287.15,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,596,300,896,67.66999816894531,25.59000015258789,74.41000366210938,0,1324,0,100,0,0,0,0,1,0.0011526891622,0.23893980177,0.3474551808,0.56248871919,0.186817952225,0.190635075595,95.3280029296875,390351404003,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,140400,609032,0,1879,,
