Acute respiratory symptoms avoided due to particulate matter [PM2.5] removed (cases/yr),Value of mortality avoided due to particulate matter [PM2.5] removed ($/yr),Average reduction in nighttime ambient temperature (Celsius),Average reduction in daytime ambient temperature (Celsius),Particulate matter [PM2.5] (kg/yr),Percent tree cover in 15m buffer,Percent vegetated cover in 15m buffer,Percent particulate matter [PM2.5] removed annually by tree cover
0.498922507,16057.52094,0.215047165751,0.39682385325400005,22,-99999.0,-99999.0,0.0673111411828
0.38516545399999996,12620.947890000001,0.38971328735399996,0.737984716892,26,-99999.0,-99999.0,0.130161645473
0.6362357439999999,20847.91897,0.348842382431,0.645073711872,51,69.15000152587889,93.5999984741211,0.115989299603
0.40483325700000006,13265.41468,0.35871616005900003,0.668671131134,28,-99999.0,-99999.0,0.122063401939
0.41183709,13494.913480000001,0.305688738823,0.571221351624,26,-99999.0,-99999.0,0.102692126578
0.587685114,20628.53141,0.23954586684700002,0.445208460093,200,34.43000030517578,71.43000030517578,0.0816705435744
0.43352921899999997,10442.57243,0.0479644089937,0.08920344710349999,58,1.100000023841858,24.79999923706055,0.0167943799165
0.17162584399999997,3671.925513,0.0579834394157,0.10855942219499999,29,9.520000457763672,37.709999084472656,0.0202090198366
0.107738874,2305.0666699999997,0.10159188509,0.185538068414,6,-99999.0,-99999.0,0.0355525178171
0.045662111,1101.579317,0.0628643333912,0.12137110531300001,8,-99999.0,-99999.0,0.023288404434099998
0.477049913,11508.62959,0.0866334661841,0.162735268474,28,-99999.0,-99999.0,0.029800560376300002
0.117396999,3969.144315,0.0969358682632,0.181210294366,31,11.020000457763672,29.709999084472656,0.035181570174400004
0.073754363,2493.6046920000003,0.08692500740289999,0.15966334939000001,24,-99999.0,-99999.0,0.029154216352499998
0.104972833,3177.817378,0.145490512252,0.269057780504,9,-99999.0,-99999.0,0.050843265256400004
0.08869835699999999,2685.144075,0.09328814595939999,0.174624606967,24,-99999.0,-99999.0,0.030379439669499998
0.15744781800000002,4766.379986,0.15392865240599998,0.285481512547,8,-99999.0,-99999.0,0.0550520604722
0.137800331,4352.439196,0.16753603518,0.31342285871500003,9,-99999.0,-99999.0,0.0575438997693
0.145247582,4587.661486999999,0.14348971843699998,0.27191442251200004,14,-99999.0,-99999.0,0.0484883550454
0.138207101,3370.316624,0.12395151704500001,0.228447139263,33,-99999.0,-99999.0,0.0410947220948
0.267342834,6519.418939,0.14450860023499998,0.26780521869699997,9,-99999.0,-99999.0,0.0466746280124
0.396224385,9662.322849,0.231870576739,0.426287412643,15,-99999.0,-99999.0,0.0755160701482
0.365171331,11040.65112,0.160797759891,0.297395497561,36,-99999.0,-99999.0,0.05540741222059999
0.094415181,1885.2764100000002,0.0502587705851,0.0948539599776,9,-99999.0,-99999.0,0.0171584146374
0.024878288,496.7681,0.04409571364519999,0.07647345960139999,0,-99999.0,-99999.0,0.013209019931600001
0.23099540100000002,5765.693033,0.110535211861,0.20826143026399999,24,-99999.0,-99999.0,0.0388288646705
0.07496311,2578.7647420000003,0.135909125209,0.24929603934300001,38,-99999.0,-99999.0,0.045393645991699996
0.110871063,3814.0144939999996,0.20022457838100002,0.38108125329000003,12,-99999.0,-99999.0,0.0665153357374
0.148515979,4372.515219,0.21553987264600002,0.39952811598800003,13,-99999.0,-99999.0,0.06863071559259999
0.24801324600000002,7301.851962999999,0.239319339395,0.44756796956100003,34,-99999.0,-99999.0,0.0790758155385
0.120691063,3616.3881850000002,0.0982646867633,0.182185739279,73,13.479999542236328,25.989999771118164,0.0339057180798
0.353303589,10586.39221,0.35720872879,0.648625135422,22,99.97000122070312,100.0,0.110714812784
0.454618495,13622.19305,0.24782012403,0.465080440044,37,-99999.0,-99999.0,0.0818588657547
0.052679217,1414.499345,0.112587280571,0.209966495633,39,7.360000133514403,41.59000015258789,0.0392875525253
0.261184029,7013.100297,0.377985715866,0.7074911594390001,158,26.36000061035156,84.55999755859375,0.126447623028
0.152667685,4099.3081090000005,0.14469662308700001,0.266353905201,13,-99999.0,-99999.0,0.052632593161
0.218170427,6458.3380799999995,0.305421471596,0.58173429966,12,-99999.0,-99999.0,0.09915931621230001
0.368915345,10920.72861,0.47633266448999995,0.8768311738969999,68,70.37999725341797,81.69999694824219,0.148445864759
0.21452145600000003,6407.599204,0.292112708092,0.534946084023,10,-99999.0,-99999.0,0.0958021997817
0.24061634699999998,7187.034581999999,0.289462894201,0.52548545599,15,-99999.0,-99999.0,0.0898730878359
0.251666538,7326.987840999999,0.264699369669,0.48790904879600006,11,-99999.0,-99999.0,0.0916874337421
0.215743661,6281.1337140000005,0.330964297056,0.625322759151,17,-99999.0,-99999.0,0.110420032438
0.29527030600000004,8254.166579,0.367731302977,0.685105443001,17,-99999.0,-99999.0,0.118600785698
0.37238757299999997,10409.949779999999,0.33906292915299996,0.629585087299,22,-99999.0,-99999.0,0.11050925482000001
0.155640374,4884.522169,0.2779558599,0.515504181385,10,-99999.0,-99999.0,0.0889655683142
0.18491740899999998,5803.33481,0.307582825422,0.574791312218,13,-99999.0,-99999.0,0.10476326839700001
0.518862411,15225.653119999999,0.45546352863300005,0.8645888566969999,63,79.76000213623047,93.81999969482422,0.151001475514
0.353020389,15209.70006,0.433637231588,0.807837545872,43,-99999.0,-99999.0,0.140787455022
0.334985143,14432.6608,0.312247663736,0.587808609009,22,-99999.0,-99999.0,0.103466879794
0.239930495,7732.213906,0.384295791388,0.7258876562119999,16,-99999.0,-99999.0,0.114121836437
0.28068235399999997,9045.519765000001,0.275764971972,0.49321419000600003,26,-99999.0,-99999.0,0.09224875998919999
0.406151109,12009.512859999999,0.292268186808,0.557052075863,29,-99999.0,-99999.0,0.09654500071939999
0.112112907,3315.075034,0.134042873979,0.25604483485199997,13,-99999.0,-99999.0,0.0486276532881
0.299376386,10271.8328,0.359882265329,0.6777782440189999,20,-99999.0,-99999.0,0.12059578680199999
0.216226103,7418.882979000001,0.269952535629,0.501748263836,35,-99999.0,-99999.0,0.0876843161169
0.248199163,9148.52772,0.338913232088,0.637640893459,24,-99999.0,-99999.0,0.110169341122
0.251308882,9263.150972,0.32445538044,0.604829847813,21,-99999.0,-99999.0,0.102895359723
0.165121143,5046.307849,0.368925690651,0.677958071232,15,-99999.0,-99999.0,0.11698024577199999
0.21628219,6609.85318,0.294485419989,0.554686903954,14,-99999.0,-99999.0,0.09868473769580001
0.335215275,11730.00116,0.24405038356800002,0.459834098816,40,-99999.0,-99999.0,0.0824933479759
0.06820586299999999,2944.700929,0.10860830545399999,0.19507554173500002,26,-99999.0,-99999.0,0.035714939158300006
0.069712726,3009.757838,0.131471708417,0.24284791946400003,33,-99999.0,-99999.0,0.0455515920127
0.553929139,17605.68287,0.343031197786,0.631277501583,48,-99999.0,-99999.0,0.112725104509
0.318964081,11087.49228,0.229026570916,0.423232316971,56,-99999.0,-99999.0,0.0760367983126
0.403565274,12130.49324,0.357663631439,0.6627421379089999,61,-99999.0,-99999.0,0.117304688358
0.14434628,4338.806349,0.139460280538,0.257851213217,11,-99999.0,-99999.0,0.0464365602838
0.080670029,2424.805373,0.320034831762,0.601868748665,56,-99999.0,-99999.0,0.106985662734
0.341317065,11695.97077,0.28235310316100004,0.525940954685,64,-99999.0,-99999.0,0.09325220195280001
0.502974158,11645.16529,0.24895751476300002,0.460686713457,37,1.2300000190734863,57.27000045776367,0.08209304822760001
0.20016118300000002,6451.998864,0.276954501867,0.515690147877,61,-99999.0,-99999.0,0.0918012113776
0.121902031,3929.3920810000004,0.309563666582,0.581379890442,90,-99999.0,-99999.0,0.10368758051000002
0.146875043,4734.37252,0.19529660046100003,0.36312898993500003,77,-99999.0,-99999.0,0.065850093563
0.253165108,7172.985892000001,0.253548026085,0.475207090378,67,99.69000244140624,100.0,0.0879457777268
0.168637985,4778.059271,0.21461127698399998,0.401568949223,32,-99999.0,-99999.0,0.0746269323339
0.106052765,3476.8630340000004,0.352119415998,0.645125031471,66,12.3100004196167,84.9800033569336,0.107935799136
0.24072796600000002,6598.969727000001,0.268767267466,0.50292801857,22,-99999.0,-99999.0,0.09220938241910001
0.181654483,4979.614343,0.330219775438,0.621554732323,20,-99999.0,-99999.0,0.108958576875
0.145559498,3990.158429,0.21145410835700001,0.40631306171400006,9,-99999.0,-99999.0,0.0764062223852
0.289979191,7949.071876999999,0.261590749025,0.48514455556900005,21,-99999.0,-99999.0,0.0899715965928
0.512918025,14896.76984,0.271977692842,0.496657818556,25,-99999.0,-99999.0,0.0919270400567
0.29254209999999997,8780.16582,0.23712153732799998,0.440312117338,21,-99999.0,-99999.0,0.07415157522089999
0.18387585,5152.509789,0.151551425457,0.285672903061,47,-99999.0,-99999.0,0.0511528912649
0.358010504,10731.639229999999,0.313657999039,0.5819868445399999,15,-99999.0,-99999.0,0.100756782438
0.753726551,22593.531000000003,0.38235151767700004,0.7179369926450001,57,-99999.0,-99999.0,0.122911050233
0.231224832,7008.082265999999,0.252877861261,0.464872658253,11,-99999.0,-99999.0,0.0807458051523
0.147017067,4455.8696119999995,0.14067848026799998,0.262383073568,29,-99999.0,-99999.0,0.04922384343669999
0.20342939999999998,5899.945925,0.240310534835,0.43903490901000003,15,-99999.0,-99999.0,0.0780771943898
0.23813957600000002,6906.625212999999,0.24689193069899998,0.454483479261,18,-99999.0,-99999.0,0.083240615136
0.282809384,8202.157976,0.33190631866500003,0.6240898966790001,19,-99999.0,-99999.0,0.109314706032
0.261567861,7586.102278,0.320637971163,0.598694562912,43,17.120000839233402,86.4800033569336,0.107127350847
0.35802143700000005,10383.48988,0.374783754349,0.684141933918,34,68.37999725341797,93.73999786376952,0.120871488526
0.517401715,15709.17575,0.294351875782,0.550749838352,50,66.70999908447266,76.31999969482422,0.10040795378699999
0.171543709,5208.352032,0.23202788829799997,0.43356308341000005,11,-99999.0,-99999.0,0.0764830424435
0.413977094,12569.03259,0.241166397929,0.454425603151,23,56.43999862670898,100.0,0.0823531126575
0.230779525,7006.849929000001,0.22435630857900002,0.419640749693,12,-99999.0,-99999.0,0.0750188704318
0.14526434900000001,4709.665093,0.268191844225,0.495499819517,11,-99999.0,-99999.0,0.088524165161
0.203369993,6593.528023,0.36141183972400004,0.679658770561,16,-99999.0,-99999.0,0.11422401991100001
0.20590237100000003,6420.26503,0.29355150461199997,0.543078124523,24,-99999.0,-99999.0,0.09910053658399999
0.16413968,5118.0578590000005,0.204210817814,0.38825589418399997,12,-99999.0,-99999.0,0.0751913904094
0.137271607,4748.871386,0.209200814366,0.389885038137,7,-99999.0,-99999.0,0.0678964714927
0.377914326,13073.83641,0.250689595938,0.46209010481799995,29,-99999.0,-99999.0,0.08381548321389999
0.11175003300000001,3684.358483,0.28188344836199997,0.509609520435,13,-99999.0,-99999.0,0.08765238994480001
0.24660692399999998,8130.541745,0.410944610834,0.778754770756,14,-99999.0,-99999.0,0.128608060853
0.36896756399999997,12164.72812,0.3332285285,0.626068532467,15,-99999.0,-99999.0,0.109712408685
0.410092333,13520.597,0.477855235338,0.886110424995,26,-99999.0,-99999.0,0.146171866046
0.24615425800000001,8115.617509000001,0.332282543182,0.594402551651,15,-99999.0,-99999.0,0.10608934833599999
0.224406952,7325.853126999999,0.372682243586,0.695030868053,24,-99999.0,-99999.0,0.121461593037
0.350560453,11444.18374,0.29813221097,0.54976862669,24,-99999.0,-99999.0,0.0982010669225
0.32197616100000004,10511.0383,0.339270502329,0.624975323677,18,-99999.0,-99999.0,0.112768457463
0.128017161,4179.1705170000005,0.22264458239100002,0.39443513751000003,5,-99999.0,-99999.0,0.0724546351457
0.29766925899999996,9927.412074,0.341486096382,0.6365451812740001,16,-99999.0,-99999.0,0.112437365397
0.320001062,10672.18837,0.26618170738200003,0.500136196613,31,-99999.0,-99999.0,0.08542313265239998
0.349490677,11655.681129999999,0.310604095459,0.5745288729670001,23,-99999.0,-99999.0,0.09844169488060002
0.165675114,5523.794352,0.156698808074,0.289341449738,36,61.70000076293945,88.16000366210938,0.0520906729813
0.154463754,5149.99503,0.280345886946,0.5198559165,8,-99999.0,-99999.0,0.0948251111008
0.22075769899999997,7360.309611,0.340691715479,0.638177812099,14,-99999.0,-99999.0,0.11781086218499999
0.24742582100000002,8066.225575,0.295095235109,0.553462922573,17,-99999.0,-99999.0,0.0908583921885
0.20017312899999998,6525.760349,0.240266442299,0.44676280021700004,7,-99999.0,-99999.0,0.07429571847569999
0.24300041,7921.954594,0.25737118721,0.48976337909699996,14,-99999.0,-99999.0,0.083606191756
0.290719952,9477.639409000001,0.34535577893299996,0.633814454079,26,-99999.0,-99999.0,0.11081411012
0.163115714,5334.582947,0.229136005044,0.420495837927,22,13.270000457763672,36.75,0.07063486588330001
0.202931838,6636.740766,0.366587132215,0.677230298519,12,-99999.0,-99999.0,0.120734196058
0.24590959899999998,8042.2977599999995,0.331648766994,0.624469876289,19,-99999.0,-99999.0,0.102987780682
0.305801537,8995.769854,0.324953645468,0.6194073557850001,53,36.38999938964844,67.37000274658203,0.11544917603
0.40620328899999997,11949.2902,0.316459268332,0.5784631967539999,18,-99999.0,-99999.0,0.10059254389799999
0.38519242299999995,11331.21312,0.312943190336,0.592664957047,19,-99999.0,-99999.0,0.099845568484
0.194442256,5938.33809,0.193486496806,0.35852542519599995,39,-99999.0,-99999.0,0.0641634167088
0.15751057300000001,4810.43059,0.230644643307,0.440982222557,17,-99999.0,-99999.0,0.07692486835580001
0.83386333,34492.721110000006,0.305385559797,0.575132191181,33,28.149999618530273,61.18000030517578,0.102257352675
0.088778506,3672.3191100000004,0.14963442087200002,0.263052612543,11,-99999.0,-99999.0,0.0453342345882
0.328164298,13574.502209999999,0.391979247332,0.728975474834,17,-99999.0,-99999.0,0.129506415293
0.344840265,9731.031875,0.339210242033,0.613462865353,18,-99999.0,-99999.0,0.10801098957800001
0.117213612,3307.64562,0.07577401399610001,0.14592887461200002,31,-99999.0,-99999.0,0.027297615641799996
0.494173975,14475.28303,0.303357452154,0.563403010368,53,17.209999084472653,30.8700008392334,0.09772961787589998
0.21038330100000002,6162.521634000001,0.183300539851,0.34033286571500004,28,11.600000381469727,55.5,0.05947023336519999
0.16308631199999998,4777.103784,0.32235932350200003,0.60277813673,16,28.540000915527344,62.70000076293945,0.10516037810000001
0.172578065,4964.586761,0.169686004519,0.313465029001,23,-99999.0,-99999.0,0.0572459268636
0.329303812,9473.146797,0.30032274126999997,0.568766832352,22,-99999.0,-99999.0,0.09873494199889998
0.151176364,4400.816379999999,0.12141752988099999,0.227204829454,16,0.0,15.670000076293945,0.0400649346526
0.071987887,2095.601893,0.108438275754,0.201303601265,14,2.440000057220459,8.729999542236326,0.037343447336300004
0.102539829,2984.983559,0.150844812393,0.276107043028,5,-99999.0,-99999.0,0.0526242555882
0.19507896,5678.842002,0.164065673947,0.298291832209,7,-99999.0,-99999.0,0.05649897340969999
0.619966372,19400.80296,0.34737476706500003,0.645803689957,111,35.720001220703125,73.37000274658203,0.11639588441700001
0.494063518,15460.88529,0.29522904753699997,0.566344380379,31,-99999.0,-99999.0,0.09923214139450001
0.393233047,12305.56559,0.394875019789,0.7366727590559999,29,-99999.0,-99999.0,0.128237130333
0.255835555,8524.612688,0.169019445777,0.311789274216,16,-99999.0,-99999.0,0.058047011824900005
0.14555669599999999,4850.046967,0.16814096272,0.314761012793,8,-99999.0,-99999.0,0.0558368393513
0.109887901,3661.538746,0.128308862448,0.239414677024,16,-99999.0,-99999.0,0.042809103048700003
0.42695315899999997,14226.366259999999,0.212875053287,0.39184677600900003,21,-99999.0,-99999.0,0.070143085808
0.461373154,15373.26365,0.27404740452799997,0.510594248772,43,22.75,77.44999694824219,0.0928512804037
0.219526742,6470.230759,0.317083775997,0.589380681515,71,64.43000030517578,82.36000061035156,0.103990994756
0.231523847,6823.827951,0.19234316051,0.35951104760200003,36,-99999.0,-99999.0,0.0649224027667
0.079770295,2351.11319,0.09546073526139999,0.175434157252,21,-99999.0,-99999.0,0.0319989553681
0.268278642,8272.930659,0.241485163569,0.445003062487,26,-99999.0,-99999.0,0.0778694715437
0.376428626,11607.960659999999,0.49617862701399995,0.906857430935,21,40.09000015258789,66.58999633789061,0.160464755102
0.15879252800000002,4896.698311,0.19953162968199997,0.359279513359,23,9.380000114440918,39.150001525878906,0.0636015718635
0.231695315,7144.807602,0.31878641247699996,0.589730143547,19,-99999.0,-99999.0,0.10625639578900001
0.42874541200000005,13983.82818,0.656885504723,1.21566283703,49,27.85000038146973,44.18000030517578,0.200664287159
0.348578819,11369.139290000001,0.316854774952,0.606915652752,15,-99999.0,-99999.0,0.0941949043461
0.223169405,7278.8245099999995,0.36076083779299994,0.6639586091040001,15,0.0,0.0,0.10407814952
0.262111668,8071.267489,0.306928575039,0.56864374876,13,-99999.0,-99999.0,0.10425134827299999
0.237306475,7307.435204,0.321514815092,0.601725697517,18,-99999.0,-99999.0,0.11064549455299999
0.198381833,6108.819382,0.31579259038,0.594835460186,12,-99999.0,-99999.0,0.10272645345100001
0.185950576,5726.020713,0.334481149912,0.6247720122339999,14,-99999.0,-99999.0,0.11095731718900001
0.461080857,14268.77438,0.612368404865,1.14156746864,47,82.73999786376953,93.7699966430664,0.183521946041
0.209975697,6497.983604999999,0.371873348951,0.687064766884,12,-99999.0,-99999.0,0.11653588134000001
0.272843665,8443.518383,0.297882497311,0.542179763317,22,-99999.0,-99999.0,0.09749092388589999
0.38798977100000004,12006.8713,0.35595771670299997,0.671860575676,28,-99999.0,-99999.0,0.120965154454
0.312920035,10979.23087,0.326449126005,0.614990830421,20,-99999.0,-99999.0,0.110439277369
0.14957024,5247.878070000001,0.242080226541,0.455182373524,11,-99999.0,-99999.0,0.0817333329728
0.221598,7775.071339,0.325272977352,0.611705780029,11,-99999.0,-99999.0,0.10574454139799999
0.190603815,6270.863154,0.300995379686,0.551007986069,16,-99999.0,-99999.0,0.0958780912661
0.20353643100000002,6696.346075,0.356499403715,0.656501531601,15,-99999.0,-99999.0,0.116113077521
0.488733876,16300.22286,0.415242880583,0.784954786301,29,-99999.0,-99999.0,0.138230541063
0.694888947,23175.89439,0.420525938272,0.79222548008,25,76.58999633789062,92.52999877929688,0.142531412281
1.867335341,15386.40979,0.33525332808499997,0.626302957535,64,-99999.0,-99999.0,0.106699386938
0.43741374899999996,3604.1877700000005,0.346716314554,0.652671575546,64,48.7400016784668,78.45999908447266,0.115881871645
1.27063287,25456.2132,0.48079800605800005,0.899702191353,94,85.30000305175781,94.8499984741211,0.15861000055299998
0.605839895,12137.56539,0.498171716928,0.9218128323549999,30,-99999.0,-99999.0,0.159184745451
0.359638798,7205.103966,0.19761712849100002,0.355141937733,14,-99999.0,-99999.0,0.0646065674159
0.545293412,15531.96304,0.267793506384,0.503748774529,67,40.0,62.27999877929688,0.0885825643364
0.035816099,957.3043312000001,0.16297739744200002,0.298668831587,35,28.6200008392334,44.63999938964844,0.0541188979179
0.365233459,19479.195209999998,0.329141050577,0.618304371834,74,54.36000061035156,93.7699966430664,0.10857458176200001
0.170608226,4810.552844,0.295446515083,0.558286607265,12,-99999.0,-99999.0,0.09854696172760001
0.655249071,18475.722719999998,0.429143697023,0.799551129341,23,-99999.0,-99999.0,0.14130721426200002
0.25302522,7134.422623,0.230857893825,0.428287625313,37,-99999.0,-99999.0,0.07649838341330001
0.556776953,15699.1548,0.36711797118199996,0.678928077221,28,-99999.0,-99999.0,0.12188732908500001
0.45339390700000004,14750.408969999999,0.38963624835,0.7474182248119999,42,98.18000030517578,98.5999984741211,0.13580939937300002
0.288597178,9389.024302,0.291846305132,0.542430222034,13,-99999.0,-99999.0,0.0880244470398
0.26276894300000003,8548.746061,0.25024047493900003,0.473862797022,12,-99999.0,-99999.0,0.0876878342307
0.213327837,6469.07261,0.237784326077,0.455347239971,11,-99999.0,-99999.0,0.07989598249919999
0.250299487,7590.2216069999995,0.284229367971,0.535957574844,11,-99999.0,-99999.0,0.0979710279977
0.237191094,7192.715351000001,0.315613478422,0.570607960224,10,-99999.0,-99999.0,0.0997922489898
0.550760434,18421.73261,0.39310503005999997,0.748664557934,23,-99999.0,-99999.0,0.133556751939
0.464194568,15526.293619999999,0.259943962097,0.477849841118,17,-99999.0,-99999.0,0.0897116310421
0.186697862,6244.635372,0.267041563988,0.501273214817,4,-99999.0,-99999.0,0.08619496603499999
0.694522704,23838.38259,0.263459295034,0.488792330027,25,-99999.0,-99999.0,0.0865907881742
0.43123943200000003,14113.66164,0.390512347221,0.7238656282420001,29,-99999.0,-99999.0,0.122299755404
0.209512631,6856.95732,0.18233461678,0.346281826496,27,-99999.0,-99999.0,0.0616383327999
0.242886705,7949.228492,0.419776767492,0.7891681194310001,25,-99999.0,-99999.0,0.133557718419
0.237422877,7770.407596999999,0.330660164356,0.615380048752,21,-99999.0,-99999.0,0.11208190957900001
0.504482427,16559.425430000003,0.36952200531999996,0.691342711449,33,-99999.0,-99999.0,0.122625580668
0.45404321200000003,14903.779209999999,0.326493084431,0.616587638855,19,-99999.0,-99999.0,0.106799205272
0.572120497,18176.14132,0.386316537857,0.704968094826,28,-99999.0,-99999.0,0.129033405537
0.361974171,11499.83915,0.38006249070200004,0.711905360222,18,-99999.0,-99999.0,0.125008814508
0.264464211,8401.969352,0.425215154886,0.783394813538,13,-99999.0,-99999.0,0.137819754143
0.358145269,11152.74465,0.310084909201,0.577901303768,22,-99999.0,-99999.0,0.107856234461
0.134037457,4173.964203,0.230929508805,0.438812851906,6,-99999.0,-99999.0,0.0718253246239
0.305406475,9510.443739,0.44028341770199997,0.834141016006,23,-99999.0,-99999.0,0.146787488119
0.17473032300000002,5441.151519,0.247509077191,0.481443196535,10,-99999.0,-99999.0,0.09037841048760001
0.222818291,6938.6244,0.320523411036,0.586525261402,12,-99999.0,-99999.0,0.110970532225
0.28709716399999996,8940.286628,0.336888551712,0.632665336132,20,-99999.0,-99999.0,0.11110163248199999
0.41453679299999996,13397.339609999999,0.276055604219,0.510900855064,22,-99999.0,-99999.0,0.09461560989250001
0.42355985700000004,13688.95436,0.261296123266,0.497885227203,23,-99999.0,-99999.0,0.0867874588646
0.298390508,9880.962348000001,0.367126375437,0.6714298129080001,20,-99999.0,-99999.0,0.119838919427
0.306618058,10153.411059999999,0.323814421892,0.602515697479,14,-99999.0,-99999.0,0.104945096436
0.491865416,16287.72875,0.357283741236,0.670557439327,38,-99999.0,-99999.0,0.120602612183
